Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Difficulty,Resort,Slope Length (ft),Average Steepness
Sherwood Face,7270.0,7733.0,463.0,Black,Alpine Meadows,1372.8,0.3372668997668998
South Beaver,7907.0,8278.0,371.0,Black,Alpine Meadows,686.4,0.5405011655011656
South Face,7096.0,8045.0,948.0,Black,Alpine Meadows,4752.0,0.1994949494949495
South Face Access,7110.0,8025.0,915.0,Black,Alpine Meadows,3643.2,0.25115283267457184
Sun Bowl,8146.0,8445.0,299.0,Black,Alpine Meadows,633.6,0.47190656565656564
Sympathy Face,7628.0,7864.0,236.0,Black,Alpine Meadows,792.0,0.29797979797979796
The Buttress,7372.0,7690.0,318.0,Black,Alpine Meadows,454.0,0.7004405286343612
The Face,7169.0,7835.0,663.0,Black,Alpine Meadows,1584.0,0.4185606060606061
Three Sisters,7365.0,7966.0,604.0,Black,Alpine Meadows,950.4,0.6355218855218855
Top Alpine Bowl,8543.0,8622.0,79.0,Black,Alpine Meadows,424.0,0.18632075471698112
Upper Saddle,8317.0,8481.0,161.0,Black,Alpine Meadows,897.6,0.17936720142602494
Waterfall,7388.0,7841.0,453.0,Black,Alpine Meadows,950.4,0.47664141414141414
Wolverine Bowl,7927.0,8156.0,233.0,Black,Alpine Meadows,580.8,0.40117079889807167
Wolverine Saddle,8199.0,8314.0,112.0,Black,Alpine Meadows,1108.8,0.10101010101010101
Terrain Park XS,6913.0,6932.0,20.0,Black,Alpine Meadows,209.0,0.09569377990430622
Treeline Cirque Terrain Park,6923.0,7008.0,85.0,Black,Alpine Meadows,515.0,0.1650485436893204
Yellow Terrain Park,7441.0,7595.0,154.0,Black,Alpine Meadows,739.2,0.20833333333333331
Chisholm,10981.0,11148.0,167.0,Green,Arapahoe Basin,1689.6000000000001,0.09883996212121211
Chisholm Trail,11299.0,11453.0,154.0,Green,Arapahoe Basin,1584.0,0.09722222222222222
Learning Area,10807.0,10833.0,30.0,Green,Arapahoe Basin,166.0,0.18072289156626506
Molly Hogan,10810.0,10866.0,52.0,Green,Arapahoe Basin,433.0,0.12009237875288684
Pika Place,10840.0,10843.0,3.0,Green,Arapahoe Basin,65.0,0.046153846153846156
Sundance,10869.0,11526.0,653.0,Green,Arapahoe Basin,2956.8,0.22084686147186147
Wrangler,10823.0,11545.0,722.0,Green,Arapahoe Basin,4963.2,0.14547066408768536
Cabin Glades,11529.0,11736.0,207.0,Green,Arapahoe Basin,528.0,0.39204545454545453
Columbine,11365.0,12434.0,1070.0,Green,Arapahoe Basin,4012.8,0.2666467304625199
Cornice Run #1,12037.0,12441.0,404.0,Green,Arapahoe Basin,1795.2,0.2250445632798574
Cornice Run #2,12037.0,12110.0,75.0,Green,Arapahoe Basin,897.6,0.08355614973262032
Davis,11007.0,12057.0,1050.0,Green,Arapahoe Basin,4171.2,0.25172612197928657
Dercum's Gulch,11549.0,12156.0,604.0,Green,Arapahoe Basin,3432.0,0.175990675990676
Dragon,11444.0,12024.0,581.0,Green,Arapahoe Basin,2376.0,0.24452861952861954
East Gully,11545.0,11755.0,210.0,Green,Arapahoe Basin,480.0,0.4375
Elk Meadows,11562.0,11755.0,197.0,Green,Arapahoe Basin,792.0,0.24873737373737373
Gentry,11831.0,11998.0,171.0,Green,Arapahoe Basin,452.0,0.37831858407079644
Gracie's Grove,10843.0,10915.0,69.0,Green,Arapahoe Basin,294.0,0.23469387755102042
Grizzly Road,11539.0,12110.0,568.0,Green,Arapahoe Basin,2112.0,0.2689393939393939
High Noon,10883.0,11411.0,528.0,Green,Arapahoe Basin,1847.9999999999998,0.28571428571428575
Humbug,12142.0,12457.0,315.0,Green,Arapahoe Basin,1425.6000000000001,0.22095959595959594
Independence,11542.0,11827.0,285.0,Green,Arapahoe Basin,1108.8,0.25703463203463206
Jamie's Face,11791.0,11959.0,167.0,Green,Arapahoe Basin,406.0,0.41133004926108374
King Cornice,11883.0,12110.0,226.0,Green,Arapahoe Basin,580.8,0.3891184573002755
Knolls,11896.0,12244.0,351.0,Green,Arapahoe Basin,1003.2,0.3498803827751196
Larkspur,11407.0,12448.0,1040.0,Green,Arapahoe Basin,4171.2,0.24932873034138858
Lenawee Face,12054.0,12421.0,367.0,Green,Arapahoe Basin,1795.2,0.20443404634581105
Lenawee Parks,11640.0,12077.0,440.0,Green,Arapahoe Basin,1214.4,0.36231884057971014
Loafer,11001.0,12470.0,1467.0,Green,Arapahoe Basin,1.04,1410.576923076923
Lynx Lane,11480.0,11526.0,43.0,Green,Arapahoe Basin,425.0,0.1011764705882353
Miner's Glade,11539.0,11808.0,266.0,Green,Arapahoe Basin,1689.6000000000001,0.1574337121212121
Moose Hollow,10958.0,11040.0,82.0,Green,Arapahoe Basin,633.6,0.1294191919191919
Mountain Goat Alley,11532.0,11683.0,151.0,Green,Arapahoe Basin,792.0,0.19065656565656566
Ned's Cache,11831.0,12001.0,171.0,Green,Arapahoe Basin,633.6,0.26988636363636365
North Fork,10971.0,11158.0,187.0,Green,Arapahoe Basin,686.4,0.27243589743589747
Norway Face,11969.0,12434.0,469.0,Green,Arapahoe Basin,1372.8,0.34163752913752915
Norway Mountain Run,11932.0,12402.0,469.0,Green,Arapahoe Basin,1372.8,0.34163752913752915
Powerline,12037.0,12444.0,407.0,Green,Arapahoe Basin,1161.6,0.3503787878787879
Ramrod,10853.0,11532.0,679.0,Green,Arapahoe Basin,2640.0,0.2571969696969697
Shining Light,11726.0,12139.0,413.0,Green,Arapahoe Basin,1636.8,0.25232160312805474
TB Glade,11385.0,11486.0,102.0,Green,Arapahoe Basin,633.6,0.16098484848484848
Weasel Way,11309.0,11388.0,79.0,Green,Arapahoe Basin,792.0,0.09974747474747475
West Gully,11647.0,11972.0,325.0,Green,Arapahoe Basin,897.6,0.3620766488413547
West Wall,11850.0,12034.0,187.0,Green,Arapahoe Basin,580.8,0.321969696969697
Alex,11532.0,11709.0,177.0,Green,Arapahoe Basin,528.0,0.3352272727272727
Bailey Bros.,11243.0,11529.0,285.0,Green,Arapahoe Basin,479.0,0.5949895615866388
Beaver Bowl,11673.0,12172.0,499.0,Green,Arapahoe Basin,1742.4,0.286386593204775
Bierstadt,11578.0,11703.0,125.0,Green,Arapahoe Basin,373.0,0.3351206434316354
Bighorn,11444.0,11736.0,289.0,Green,Arapahoe Basin,792.0,0.3648989898989899
Black Bear,11939.0,12405.0,466.0,Green,Arapahoe Basin,1320.0,0.353030303030303
Castor,11211.0,11460.0,249.0,Green,Arapahoe Basin,428.0,0.5817757009345794
Challenger,11509.0,11742.0,233.0,Green,Arapahoe Basin,496.0,0.46975806451612906
Digger,11634.0,11808.0,174.0,Green,Arapahoe Basin,441.0,0.3945578231292517
Dream Catcher,11460.0,11798.0,338.0,Green,Arapahoe Basin,950.4,0.35563973063973064
Drummond,11135.0,11234.0,98.0,Green,Arapahoe Basin,320.0,0.30625
East Woods,11588.0,11795.0,210.0,Green,Arapahoe Basin,384.0,0.546875
Eureka,11375.0,11539.0,164.0,Green,Arapahoe Basin,419.0,0.3914081145584726
Exhibition,10876.0,11535.0,656.0,Green,Arapahoe Basin,2376.0,0.2760942760942761
Face Shot Gully,11247.0,11765.0,518.0,Green,Arapahoe Basin,1161.6,0.4459366391184573
Faculty Club,11358.0,11493.0,135.0,Green,Arapahoe Basin,279.0,0.4838709677419355
Falcon,11781.0,12060.0,282.0,Green,Arapahoe Basin,897.6,0.3141711229946524
Gentling's Glade,11598.0,11778.0,184.0,Green,Arapahoe Basin,477.0,0.3857442348008386
Glockenspiel Glade,11375.0,11768.0,397.0,Green,Arapahoe Basin,1214.4,0.3269104084321475
Grays,11562.0,11660.0,98.0,Green,Arapahoe Basin,336.0,0.2916666666666667
Half Moon Glades,11555.0,11837.0,282.0,Green,Arapahoe Basin,633.6,0.44507575757575757
Hauk,11063.0,11155.0,89.0,Green,Arapahoe Basin,272.0,0.3272058823529412
Jaeger,11184.0,11506.0,322.0,Green,Arapahoe Basin,897.6,0.3587344028520499
Jetta,11273.0,11594.0,322.0,Green,Arapahoe Basin,844.8000000000001,0.381155303030303
Lightning Traverse,11358.0,11824.0,466.0,Green,Arapahoe Basin,1531.1999999999998,0.3043364681295716
Log Roll,11568.0,11788.0,217.0,Green,Arapahoe Basin,400.0,0.5425
Long Chute,11785.0,12461.0,673.0,Green,Arapahoe Basin,1900.8,0.3540614478114478
Marjorie Bowl,11804.0,12018.0,210.0,Green,Arapahoe Basin,509.0,0.412573673870334
Marmot,11699.0,12280.0,581.0,Green,Arapahoe Basin,1531.1999999999998,0.3794409613375131
Montezuma's Revenge,11375.0,12014.0,643.0,Green,Arapahoe Basin,2112.0,0.30445075757575757
Mountain Goat Traverse,11762.0,12461.0,699.0,Green,Arapahoe Basin,2956.8,0.23640422077922077
No Name,11512.0,11680.0,164.0,Green,Arapahoe Basin,377.0,0.4350132625994695
North Chute,11696.0,11926.0,230.0,Green,Arapahoe Basin,384.0,0.5989583333333334
Northern Spy,11978.0,12234.0,256.0,Green,Arapahoe Basin,739.2,0.3463203463203463
Nose,11752.0,12070.0,318.0,Green,Arapahoe Basin,792.0,0.4015151515151515
Peaceful Valley,11814.0,11991.0,174.0,Green,Arapahoe Basin,525.0,0.3314285714285714
Pioneer Willy,11302.0,11470.0,167.0,Green,Arapahoe Basin,446.0,0.3744394618834081
Placer Junction,11535.0,11650.0,115.0,Green,Arapahoe Basin,249.0,0.46184738955823296
Porcupine,11224.0,11427.0,200.0,Green,Arapahoe Basin,324.0,0.6172839506172839
Powder Keg,11680.0,11778.0,98.0,Green,Arapahoe Basin,290.0,0.33793103448275863
Ptarmigan,11818.0,12310.0,492.0,Green,Arapahoe Basin,1108.8,0.44372294372294374
Radical,11486.0,11831.0,344.0,Green,Arapahoe Basin,897.6,0.38324420677361853
Scudder,11529.0,11722.0,194.0,Green,Arapahoe Basin,445.0,0.43595505617977526
Slalom Slope,11677.0,12096.0,420.0,Green,Arapahoe Basin,950.4,0.44191919191919193
South Chute,11722.0,12080.0,358.0,Green,Arapahoe Basin,686.4,0.5215617715617715
Standard,10997.0,11873.0,873.0,Green,Arapahoe Basin,2006.4,0.43510765550239233
The Gulch,11027.0,11407.0,384.0,Green,Arapahoe Basin,1108.8,0.34632034632034636
The Last Waltz,11014.0,11781.0,768.0,Green,Arapahoe Basin,4224.0,0.18181818181818182
Thick & Thin,11539.0,11759.0,220.0,Green,Arapahoe Basin,357.0,0.6162464985994398
Tieze's Claim,11749.0,11860.0,112.0,Green,Arapahoe Basin,244.0,0.45901639344262296
Torreys,11463.0,11627.0,164.0,Green,Arapahoe Basin,499.0,0.3286573146292585
Wildcat,11824.0,12021.0,194.0,Green,Arapahoe Basin,434.0,0.4470046082949309
Winning Card,11657.0,11827.0,171.0,Green,Arapahoe Basin,342.0,0.5
13 Cornices,11345.0,11621.0,276.0,Green,Arapahoe Basin,633.6,0.4356060606060606
1st Notch,12359.0,12615.0,256.0,Green,Arapahoe Basin,333.0,0.7687687687687688
1st Tree Chute,11608.0,11759.0,151.0,Green,Arapahoe Basin,181.0,0.8342541436464088
2nd Alley,11283.0,11699.0,417.0,Green,Arapahoe Basin,686.4,0.6075174825174825
2nd Notch,12402.0,12618.0,217.0,Green,Arapahoe Basin,264.0,0.821969696969697
2nd Tree Chute,11614.0,11798.0,187.0,Green,Arapahoe Basin,225.0,0.8311111111111111
3rd Alley,11129.0,11552.0,427.0,Green,Arapahoe Basin,633.6,0.6739267676767676
3rd Tree Chute,11598.0,11798.0,197.0,Green,Arapahoe Basin,232.0,0.8491379310344828
4th Alley,11171.0,11509.0,341.0,Green,Arapahoe Basin,498.0,0.6847389558232931
4th Tree Chute,11617.0,11831.0,217.0,Green,Arapahoe Basin,252.0,0.8611111111111112
5th Tree Chute,11663.0,11886.0,223.0,Green,Arapahoe Basin,265.0,0.8415094339622642
6th Tree Chute,11696.0,11923.0,223.0,Green,Arapahoe Basin,298.0,0.7483221476510067
7th Tree Chute,11736.0,12041.0,305.0,Green,Arapahoe Basin,421.0,0.7244655581947743
8th Tree Chute,11818.0,12165.0,348.0,Green,Arapahoe Basin,452.0,0.7699115044247787
Bald Spot,10794.0,10925.0,131.0,Green,Arapahoe Basin,194.0,0.6752577319587629
Bear Trap,10968.0,11220.0,253.0,Green,Arapahoe Basin,520.0,0.48653846153846153
Birthday Chute,11995.0,12507.0,512.0,Green,Arapahoe Basin,686.4,0.745920745920746
Black Forest,10965.0,11503.0,538.0,Green,Arapahoe Basin,1478.4,0.3639069264069264
Booger Ramp,12215.0,12382.0,164.0,Green,Arapahoe Basin,239.0,0.6861924686192469
Booger Snot,12556.0,12657.0,102.0,Green,Arapahoe Basin,146.0,0.6986301369863014
Christmas Trees,10738.0,11037.0,299.0,Green,Arapahoe Basin,792.0,0.37752525252525254
Corner Chute,12201.0,12474.0,272.0,Green,Arapahoe Basin,385.0,0.7064935064935065
Crags,11293.0,11486.0,190.0,Green,Arapahoe Basin,457.0,0.41575492341356673
David's Run,11398.0,11719.0,325.0,Green,Arapahoe Basin,485.0,0.6701030927835051
Davo,11417.0,11703.0,285.0,Green,Arapahoe Basin,686.4,0.4152097902097902
Durrance,11781.0,12231.0,449.0,Green,Arapahoe Basin,950.4,0.4724326599326599
East Avenue,11591.0,11998.0,410.0,Green,Arapahoe Basin,739.2,0.5546536796536796
East Vertical,12303.0,12520.0,213.0,Green,Arapahoe Basin,276.0,0.7717391304347826
East Wall Traverse,11752.0,12162.0,410.0,Green,Arapahoe Basin,3960.0,0.10353535353535354
Elephant's Trunk,12051.0,12267.0,217.0,Green,Arapahoe Basin,1056.0,0.20549242424242425
End Zone,11768.0,12034.0,262.0,Green,Arapahoe Basin,580.8,0.4511019283746557
Gauthier,11125.0,11460.0,335.0,Green,Arapahoe Basin,528.0,0.634469696969697
Groswold,11857.0,12277.0,420.0,Green,Arapahoe Basin,686.4,0.6118881118881119
Hershey Highway,12116.0,12592.0,476.0,Green,Arapahoe Basin,633.6,0.7512626262626262
Hidden Chute,12365.0,12559.0,190.0,Green,Arapahoe Basin,242.0,0.7851239669421488
International,10840.0,11827.0,984.0,Green,Arapahoe Basin,2112.0,0.4659090909090909
Janitors Only,10735.0,11083.0,348.0,Green,Arapahoe Basin,528.0,0.6590909090909091
Jet Chute,12510.0,12703.0,197.0,Green,Arapahoe Basin,231.0,0.8528138528138528
Jump,11870.0,12218.0,348.0,Green,Arapahoe Basin,580.8,0.5991735537190083
Land of the Giants,11654.0,11824.0,171.0,Green,Arapahoe Basin,478.0,0.3577405857740586
Lightning Trees,11273.0,11565.0,289.0,Green,Arapahoe Basin,633.6,0.45612373737373735
Lower East Wall,11506.0,11703.0,194.0,Green,Arapahoe Basin,528.0,0.36742424242424243
Lower Elephant's Trunk,10807.0,11969.0,1161.0,Green,Arapahoe Basin,3432.0,0.3382867132867133
Max,12073.0,12303.0,230.0,Green,Arapahoe Basin,366.0,0.6284153005464481
Middle Y Chute,11949.0,12100.0,151.0,Green,Arapahoe Basin,197.0,0.766497461928934
My Chute,11493.0,11732.0,240.0,Green,Arapahoe Basin,385.0,0.6233766233766234
Narrow North Pole,12192.0,12444.0,253.0,Green,Arapahoe Basin,336.0,0.7529761904761905
North Falls,12218.0,12539.0,322.0,Green,Arapahoe Basin,417.0,0.7721822541966427
North Glade,11581.0,11877.0,292.0,Green,Arapahoe Basin,507.0,0.5759368836291914
North Pole,12149.0,12405.0,253.0,Green,Arapahoe Basin,362.0,0.6988950276243094
North Pole Coulair,12398.0,12608.0,210.0,Green,Arapahoe Basin,242.0,0.8677685950413223
North Y Chute,11880.0,12188.0,308.0,Green,Arapahoe Basin,424.0,0.7264150943396226
Pali Cornice,11467.0,12119.0,650.0,Green,Arapahoe Basin,1584.0,0.41035353535353536
Pali Face,11414.0,11732.0,318.0,Green,Arapahoe Basin,503.0,0.6322067594433399
Pali Main Street,11027.0,12037.0,1010.0,Green,Arapahoe Basin,1953.6,0.516994266994267
Pali Wog,10791.0,11096.0,305.0,Green,Arapahoe Basin,2270.4,0.13433756166314306
Pallavinci,11811.0,11942.0,131.0,Green,Arapahoe Basin,233.0,0.5622317596566524
Rock Garden,10994.0,11306.0,315.0,Green,Arapahoe Basin,633.6,0.4971590909090909
Rollercoaster,11155.0,11506.0,351.0,Green,Arapahoe Basin,739.2,0.4748376623376623
Schauffler,11716.0,12234.0,518.0,Green,Arapahoe Basin,1108.8,0.4671717171717172
Sex Favors,12510.0,12762.0,249.0,Green,Arapahoe Basin,260.0,0.9576923076923077
Snorkel Nose,12277.0,12582.0,305.0,Green,Arapahoe Basin,394.0,0.7741116751269036
South Falls,12260.0,12533.0,269.0,Green,Arapahoe Basin,340.0,0.7911764705882353
South Y Chute,11903.0,12221.0,322.0,Green,Arapahoe Basin,419.0,0.7684964200477327
Steep Gully 1,10528.0,11578.0,1053.0,Green,Arapahoe Basin,1742.4,0.6043388429752066
Steep Gully 2,10538.0,11722.0,1184.0,Green,Arapahoe Basin,1953.6,0.6060606060606061
Steep Gully 3,10568.0,11270.0,702.0,Green,Arapahoe Basin,1267.2,0.5539772727272727
Steep Gully 4,10522.0,11473.0,951.0,Green,Arapahoe Basin,1636.8,0.5810117302052786
Steep Gully 5,10614.0,11211.0,600.0,Green,Arapahoe Basin,950.4,0.6313131313131314
The Cellar,10860.0,11004.0,141.0,Green,Arapahoe Basin,394.0,0.35786802030456855
The Humbugs,12339.0,12431.0,92.0,Green,Arapahoe Basin,117.0,0.7863247863247863
The Spine,11430.0,11890.0,459.0,Green,Arapahoe Basin,792.0,0.5795454545454546
Timber Glades,11421.0,11696.0,276.0,Green,Arapahoe Basin,436.0,0.6330275229357798
TJ's Cornice,12195.0,12818.0,623.0,Green,Arapahoe Basin,897.6,0.6940730837789661
Turbo,10942.0,11381.0,440.0,Green,Arapahoe Basin,897.6,0.49019607843137253
West Turbo,11339.0,11539.0,197.0,Green,Arapahoe Basin,268.0,0.7350746268656716
West Vertical,12280.0,12503.0,220.0,Green,Arapahoe Basin,284.0,0.7746478873239436
Willy's Wide,11955.0,12251.0,295.0,Green,Arapahoe Basin,499.0,0.591182364729459
Zuma Cornice,12241.0,12467.0,226.0,Green,Arapahoe Basin,1900.8,0.1188973063973064
High Divide,11467.0,11529.0,62.0,Green,Arapahoe Basin,432.0,0.14351851851851852
Treeline,11549.0,11673.0,125.0,Green,Arapahoe Basin,792.0,0.15782828282828282
Chisholm,10981.0,11148.0,167.0,Blue,Arapahoe Basin,1689.6000000000001,0.09883996212121211
Chisholm Trail,11299.0,11453.0,154.0,Blue,Arapahoe Basin,1584.0,0.09722222222222222
Learning Area,10807.0,10833.0,30.0,Blue,Arapahoe Basin,166.0,0.18072289156626506
Molly Hogan,10810.0,10866.0,52.0,Blue,Arapahoe Basin,433.0,0.12009237875288684
Pika Place,10840.0,10843.0,3.0,Blue,Arapahoe Basin,65.0,0.046153846153846156
Sundance,10869.0,11526.0,653.0,Blue,Arapahoe Basin,2956.8,0.22084686147186147
Wrangler,10823.0,11545.0,722.0,Blue,Arapahoe Basin,4963.2,0.14547066408768536
Cabin Glades,11529.0,11736.0,207.0,Blue,Arapahoe Basin,528.0,0.39204545454545453
Columbine,11365.0,12434.0,1070.0,Blue,Arapahoe Basin,4012.8,0.2666467304625199
Cornice Run #1,12037.0,12441.0,404.0,Blue,Arapahoe Basin,1795.2,0.2250445632798574
Cornice Run #2,12037.0,12110.0,75.0,Blue,Arapahoe Basin,897.6,0.08355614973262032
Davis,11007.0,12057.0,1050.0,Blue,Arapahoe Basin,4171.2,0.25172612197928657
Dercum's Gulch,11549.0,12156.0,604.0,Blue,Arapahoe Basin,3432.0,0.175990675990676
Dragon,11444.0,12024.0,581.0,Blue,Arapahoe Basin,2376.0,0.24452861952861954
East Gully,11545.0,11755.0,210.0,Blue,Arapahoe Basin,480.0,0.4375
Elk Meadows,11562.0,11755.0,197.0,Blue,Arapahoe Basin,792.0,0.24873737373737373
Gentry,11831.0,11998.0,171.0,Blue,Arapahoe Basin,452.0,0.37831858407079644
Gracie's Grove,10843.0,10915.0,69.0,Blue,Arapahoe Basin,294.0,0.23469387755102042
Grizzly Road,11539.0,12110.0,568.0,Blue,Arapahoe Basin,2112.0,0.2689393939393939
High Noon,10883.0,11411.0,528.0,Blue,Arapahoe Basin,1847.9999999999998,0.28571428571428575
Humbug,12142.0,12457.0,315.0,Blue,Arapahoe Basin,1425.6000000000001,0.22095959595959594
Independence,11542.0,11827.0,285.0,Blue,Arapahoe Basin,1108.8,0.25703463203463206
Jamie's Face,11791.0,11959.0,167.0,Blue,Arapahoe Basin,406.0,0.41133004926108374
King Cornice,11883.0,12110.0,226.0,Blue,Arapahoe Basin,580.8,0.3891184573002755
Knolls,11896.0,12244.0,351.0,Blue,Arapahoe Basin,1003.2,0.3498803827751196
Larkspur,11407.0,12448.0,1040.0,Blue,Arapahoe Basin,4171.2,0.24932873034138858
Lenawee Face,12054.0,12421.0,367.0,Blue,Arapahoe Basin,1795.2,0.20443404634581105
Lenawee Parks,11640.0,12077.0,440.0,Blue,Arapahoe Basin,1214.4,0.36231884057971014
Loafer,11001.0,12470.0,1467.0,Blue,Arapahoe Basin,1.04,1410.576923076923
Lynx Lane,11480.0,11526.0,43.0,Blue,Arapahoe Basin,425.0,0.1011764705882353
Miner's Glade,11539.0,11808.0,266.0,Blue,Arapahoe Basin,1689.6000000000001,0.1574337121212121
Moose Hollow,10958.0,11040.0,82.0,Blue,Arapahoe Basin,633.6,0.1294191919191919
Mountain Goat Alley,11532.0,11683.0,151.0,Blue,Arapahoe Basin,792.0,0.19065656565656566
Ned's Cache,11831.0,12001.0,171.0,Blue,Arapahoe Basin,633.6,0.26988636363636365
North Fork,10971.0,11158.0,187.0,Blue,Arapahoe Basin,686.4,0.27243589743589747
Norway Face,11969.0,12434.0,469.0,Blue,Arapahoe Basin,1372.8,0.34163752913752915
Norway Mountain Run,11932.0,12402.0,469.0,Blue,Arapahoe Basin,1372.8,0.34163752913752915
Powerline,12037.0,12444.0,407.0,Blue,Arapahoe Basin,1161.6,0.3503787878787879
Ramrod,10853.0,11532.0,679.0,Blue,Arapahoe Basin,2640.0,0.2571969696969697
Shining Light,11726.0,12139.0,413.0,Blue,Arapahoe Basin,1636.8,0.25232160312805474
TB Glade,11385.0,11486.0,102.0,Blue,Arapahoe Basin,633.6,0.16098484848484848
Weasel Way,11309.0,11388.0,79.0,Blue,Arapahoe Basin,792.0,0.09974747474747475
West Gully,11647.0,11972.0,325.0,Blue,Arapahoe Basin,897.6,0.3620766488413547
West Wall,11850.0,12034.0,187.0,Blue,Arapahoe Basin,580.8,0.321969696969697
Alex,11532.0,11709.0,177.0,Blue,Arapahoe Basin,528.0,0.3352272727272727
Bailey Bros.,11243.0,11529.0,285.0,Blue,Arapahoe Basin,479.0,0.5949895615866388
Beaver Bowl,11673.0,12172.0,499.0,Blue,Arapahoe Basin,1742.4,0.286386593204775
Bierstadt,11578.0,11703.0,125.0,Blue,Arapahoe Basin,373.0,0.3351206434316354
Bighorn,11444.0,11736.0,289.0,Blue,Arapahoe Basin,792.0,0.3648989898989899
Black Bear,11939.0,12405.0,466.0,Blue,Arapahoe Basin,1320.0,0.353030303030303
Castor,11211.0,11460.0,249.0,Blue,Arapahoe Basin,428.0,0.5817757009345794
Challenger,11509.0,11742.0,233.0,Blue,Arapahoe Basin,496.0,0.46975806451612906
Digger,11634.0,11808.0,174.0,Blue,Arapahoe Basin,441.0,0.3945578231292517
Dream Catcher,11460.0,11798.0,338.0,Blue,Arapahoe Basin,950.4,0.35563973063973064
Drummond,11135.0,11234.0,98.0,Blue,Arapahoe Basin,320.0,0.30625
East Woods,11588.0,11795.0,210.0,Blue,Arapahoe Basin,384.0,0.546875
Eureka,11375.0,11539.0,164.0,Blue,Arapahoe Basin,419.0,0.3914081145584726
Exhibition,10876.0,11535.0,656.0,Blue,Arapahoe Basin,2376.0,0.2760942760942761
Face Shot Gully,11247.0,11765.0,518.0,Blue,Arapahoe Basin,1161.6,0.4459366391184573
Faculty Club,11358.0,11493.0,135.0,Blue,Arapahoe Basin,279.0,0.4838709677419355
Falcon,11781.0,12060.0,282.0,Blue,Arapahoe Basin,897.6,0.3141711229946524
Gentling's Glade,11598.0,11778.0,184.0,Blue,Arapahoe Basin,477.0,0.3857442348008386
Glockenspiel Glade,11375.0,11768.0,397.0,Blue,Arapahoe Basin,1214.4,0.3269104084321475
Grays,11562.0,11660.0,98.0,Blue,Arapahoe Basin,336.0,0.2916666666666667
Half Moon Glades,11555.0,11837.0,282.0,Blue,Arapahoe Basin,633.6,0.44507575757575757
Hauk,11063.0,11155.0,89.0,Blue,Arapahoe Basin,272.0,0.3272058823529412
Jaeger,11184.0,11506.0,322.0,Blue,Arapahoe Basin,897.6,0.3587344028520499
Jetta,11273.0,11594.0,322.0,Blue,Arapahoe Basin,844.8000000000001,0.381155303030303
Lightning Traverse,11358.0,11824.0,466.0,Blue,Arapahoe Basin,1531.1999999999998,0.3043364681295716
Log Roll,11568.0,11788.0,217.0,Blue,Arapahoe Basin,400.0,0.5425
Long Chute,11785.0,12461.0,673.0,Blue,Arapahoe Basin,1900.8,0.3540614478114478
Marjorie Bowl,11804.0,12018.0,210.0,Blue,Arapahoe Basin,509.0,0.412573673870334
Marmot,11699.0,12280.0,581.0,Blue,Arapahoe Basin,1531.1999999999998,0.3794409613375131
Montezuma's Revenge,11375.0,12014.0,643.0,Blue,Arapahoe Basin,2112.0,0.30445075757575757
